2.000000000000000000e+00,2.466921712977083736e+00,2.889471277754475764e+00,8.416375267104923452e+00,2.608500881458120375e+02,1.220000000000000000e+02,1.220000000000000000e+02,8.435674396270645303e+00,1.179859832873892600e+01,1.403295589948800171e+02,8.218228487673176232e+02,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,2.857446693687376360e+00,3.415286554543087938e+00,1.175824823552701126e+01,2.948925498890442327e+02,1.220000000000000000e+02,1.230000000000000000e+02,1.707963489183566708e+01,2.260521001038871702e+01,5.151164512235667416e+02,1.566382920370118200e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.104321486233599270e+00,3.880629158742810336e+00,1.518072849565013271e+01,3.316609534406176749e+02,1.210000000000000000e+02,1.210000000000000000e+02,2.706184541744006467e+01,3.409539101441178843e+01,1.171870653654871376e+03,2.397612424072797694e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.632166035067725840e+00,4.503987464656806772e+00,2.044949907438069658e+01,3.506973472392958797e+02,1.220000000000000000e+02,1.210000000000000000e+02,3.321853832292499220e+01,3.992008884620820908e+01,1.606465215210843780e+03,2.932896115471503890e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.366853453509728755e+00,4.269770775125320661e+00,1.837796620172810691e+01,3.309068995548701082e+02,1.230000000000000000e+02,1.230000000000000000e+02,3.332041793975798782e+01,4.008433927044085721e+01,1.619711950350612142e+03,2.991121186902625141e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.586262493545590235e+00,4.500094037028721239e+00,2.041415961905387988e+01,3.365709920650391496e+02,1.210000000000000000e+02,1.230000000000000000e+02,3.230398963838607074e+01,3.927749572303817871e+01,1.555162974065808839e+03,3.001690855875633133e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.485221916854675417e+00,4.266895437848649664e+00,1.835322245719115131e+01,3.320622725119549159e+02,1.210000000000000000e+02,1.230000000000000000e+02,3.473967526411831130e+01,4.163115419901924952e+01,1.747130040264635227e+03,3.326986232932425992e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.662654298130327390e+00,4.559465581541250145e+00,2.095637740852751207e+01,3.382846137733300225e+02,1.210000000000000000e+02,1.210000000000000000e+02,3.473198593565896175e+01,4.306709986823659619e+01,1.869732954698250751e+03,3.955233752980465852e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.557746889640604593e+00,4.375433211165774772e+00,1.929880623525448158e+01,3.369928121906828551e+02,1.230000000000000000e+02,1.220000000000000000e+02,3.019522607948667670e+01,3.806665229864483990e+01,1.460756065751937740e+03,3.647844609098669025e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,3.379603863429409660e+00,4.160605986321326277e+00,1.745024412642425560e+01,3.366151345121706981e+02,1.230000000000000000e+02,1.230000000000000000e+02,2.941356230986839648e+01,3.743414686588877771e+01,1.412616281831583365e+03,3.433734792964976805e+03,1.230000000000000000e+02,1.240000000000000000e+02
