2.000000000000000000e+00,6.068167487572120322e+00,6.888035184196746208e+00,4.782764989791562016e+01,5.947473930548125054e+02,1.230000000000000000e+02,1.240000000000000000e+02,1.195597212865997783e+01,1.573476777801674764e+01,2.495795534557601627e+02,1.129617689182698086e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.170811117170044824e+00,6.935222492232705704e+00,4.848519255722824539e+01,5.686004526815314648e+02,1.230000000000000000e+02,1.240000000000000000e+02,1.874307408359893046e+01,2.417627154564865677e+01,5.892057518638515603e+02,1.823325302324056793e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.473290274487410123e+00,7.445986477691613814e+00,5.588983329230479313e+01,6.196114928234571835e+02,1.230000000000000000e+02,1.230000000000000000e+02,2.713057313486629951e+01,3.472380628876894804e+01,1.215466454818497596e+03,2.751787096152381764e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.408047225580234318e+00,7.410106584284052111e+00,5.535249958714704377e+01,6.084274378277572168e+02,1.230000000000000000e+02,1.220000000000000000e+02,3.247806803867905501e+01,4.185519996020792632e+01,1.765985648900191336e+03,3.437727174034131167e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.311129570048814585e+00,7.371587835649016540e+00,5.477853550271023408e+01,5.831917930764225275e+02,1.230000000000000000e+02,1.230000000000000000e+02,3.736912866183962478e+01,4.908646945487961943e+01,2.428912785831481415e+03,4.268056482871368644e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.191655496259572899e+00,7.277473156784587616e+00,5.338872535052442458e+01,5.674084880036975846e+02,1.230000000000000000e+02,1.230000000000000000e+02,4.254561492518933363e+01,5.436397464675926727e+01,2.979275946969238703e+03,4.781308964934960386e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.698038744648099119e+00,7.792810183543893210e+00,6.121763160962238004e+01,6.358720779532330880e+02,1.220000000000000000e+02,1.220000000000000000e+02,4.676698101017057496e+01,5.997090822402716270e+01,3.625513944772871582e+03,5.182714702232675336e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.588547734156360747e+00,7.880353767008793753e+00,6.260078174718719168e+01,7.258730829012733921e+02,1.220000000000000000e+02,1.230000000000000000e+02,4.711067171332926762e+01,6.086901633641868159e+01,3.734916481616133751e+03,5.057303184148233413e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.711531607298372393e+00,7.815391782446904578e+00,6.157293217050261802e+01,6.722511915524729602e+02,1.230000000000000000e+02,1.230000000000000000e+02,4.154272504799976673e+01,5.516089226878575147e+01,3.067262132952205775e+03,4.249252438793768306e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.159162338177650575e+00,7.169263996981086073e+00,5.181284905081573555e+01,6.162960392733228900e+02,1.230000000000000000e+02,1.230000000000000000e+02,3.293428557477567864e+01,4.641128322417906560e+01,2.171378236406214910e+03,3.910590013291276591e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.182073084194724899e+00,7.196758478847974594e+00,5.221102076902238309e+01,5.980208354241539155e+02,1.230000000000000000e+02,1.240000000000000000e+02,2.755348045315728100e+01,3.788080455154929638e+01,1.446527574065199360e+03,3.137523775919521540e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.454197882707360279e+00,7.416272100019723368e+00,5.544464905396265664e+01,6.114701477801561396e+02,1.230000000000000000e+02,1.230000000000000000e+02,2.369176984880265024e+01,3.375979004334603673e+01,1.148914741704441667e+03,3.030044675869376988e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.636940488372379932e+00,7.645120701608842495e+00,5.891922433686298888e+01,6.109948498155897596e+02,1.230000000000000000e+02,1.230000000000000000e+02,2.628192108320780562e+01,3.575255529074593142e+01,1.288553638929279487e+03,3.162748671364657184e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.615558995421132238e+00,7.615979380064903381e+00,5.847090919110260643e+01,6.346184918345172719e+02,1.230000000000000000e+02,1.240000000000000000e+02,2.705666018876458523e+01,3.598386768618350118e+01,1.305280981508831701e+03,2.905811415099010446e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.217073580205930483e+00,7.203183983067078522e+00,5.230429384467147003e+01,5.874774217655622124e+02,1.230000000000000000e+02,1.240000000000000000e+02,2.579985573650080966e+01,3.507891014855599110e+01,1.240453565736355131e+03,2.967675075392427516e+03,1.230000000000000000e+02,1.240000000000000000e+02
2.000000000000000000e+00,6.554318121131624153e+00,7.476951048435418024e+00,5.635564211764062748e+01,5.928294409404417138e+02,1.220000000000000000e+02,1.230000000000000000e+02,3.094580192385547335e+01,4.001600995044908160e+01,1.614194609228265790e+03,3.276849716805751996e+03,1.230000000000000000e+02,1.240000000000000000e+02
